Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
DCTN3,1,-0.630836773,0.448847,-0.482752517,-0.148084256
CIRH1A,0.657305,-1.506052186,0.745946,-1.467614446,-0.038437741
ANLN,1,-0.636144363,1,-0.719471502,0.083327139
CGB,1,-0.28645086,1,-0.475173653,0.188722793
CWC22,1,-0.631584129,1,-1.067939256,0.436355127
TUBB4B,0.295077,-1.469087919,1,-0.478159158,-0.990928761
ZMAT2,1,-0.508729845,1,-0.81268553,0.303955685
RAD17,1,-0.557045557,1,-1.052794386,0.49574883
SNRPF,0.159249,-3.025363815,0.186305,-1.563178877,-1.462184938
PCID2,1,-0.402181998,1,-0.536486388,0.13430439
THOC3,1,-0.308103541,1,-0.458450873,0.150347332
C17orf50,1,-0.249909923,1,-0.468816807,0.218906884
FTH1,1,-0.830529437,1,-0.196264806,-0.63426463
BCMO1,0.783337,-1.115206326,0.107724,-0.54868334,-0.566522987
VAT1L,1,-1.019968526,0.944884,-0.471812727,-0.5481558
RAB10,0.346557,-1.570420421,1,-1.043871986,-0.526548435
ALG13,0.142847,-1.141492977,0.434739,-0.52538842,-0.616104557
RAB26,0.553385,-1.295446556,1,-0.484585226,-0.81086133
PABPC1,1,-0.522499518,1,-0.571868861,0.049369343
CDH15,1,-0.311836683,1,-0.520540138,0.208703455
UBTF,1,-0.68211533,1,-1.068929628,0.386814298
ARHGEF35,0.674831,-0.192240326,0.436665,-0.558727352,0.366487026
EIF2B5,1,0.006868892,0.098334,-0.218148565,0.225017456
TCP1,1,-0.832227298,0.40494,-1.068100891,0.235873593
EIF3I,0.433212,-1.509577871,0.406921,-0.348335086,-1.161242785
IDI1,1,-0.48472746,0.610557,0.193986333,-0.678713793
C2orf27A,1,-0.341472047,1,-0.359408585,0.017936538
MRPL13,1,-0.387781075,1,-0.716306334,0.328525259
ZBTB48,1,-1.062875936,1,-0.390276275,-0.672599661
MRPL32,1,-0.138273373,1,-0.553166351,0.414892979
NUP188,1,-0.169079293,1,-0.505057583,0.33597829
TSR1,1,-0.594261482,1,-0.691030515,0.096769033
DAXX,1,-0.219337951,1,-0.592592965,0.373255014
RTFDC1,1,-0.497811148,0.354519,-0.563612766,0.065801617
TSTA3,1,-1.143173205,1,-0.348228697,-0.794944507
HNRNPA1L2,1,-0.424718644,1,-0.476839599,0.052120956
HOMEZ,0.528754,-0.370652,0.545229,-0.361818873,-0.008833126
PRDX1,0.072584,-1.622826663,1,-0.861308732,-0.76151793
RHOQ,1,-1.098028263,1,-0.537685153,-0.56034311
TRMT2A,1,-1.387571664,1,-0.722698101,-0.664873563
ZNF675,1,-1.341082712,1,-1.235293823,-0.105788889
BOLA2B,1,-0.172031442,1,-0.593834567,0.421803125
PRC1,0.018694,-1.355129402,0.149675,-1.484757796,0.129628394
ATP5L2,1,-0.870627821,1,-0.27596586,-0.594661961
BRIX1,1,0.001977234,0.081406,-0.334578805,0.336556039
HPN,1,-0.974215984,0.612714,-0.345454014,-0.62876197
ZCCHC3,0.867407,0.154995402,0.339598,-0.233813632,0.388809035
RMI2,1,-0.449229899,1,-0.517144223,0.067914324
TOB2,1,-0.069976461,1,-0.244589613,0.174613152
ADAM33,0.931079,-0.974812204,0.05697,-0.380086645,-0.594725558
HMX1,0.603095,0.018646344,0.572885,-0.166341906,0.18498825
ATP6V1D,0.008503,-1.422666061,0.860506,-0.627405455,-0.795260606
UNC119,1,-0.299175483,1,-0.400728062,0.101552578
HNRNPA1,1,-0.060075338,1,-0.545654275,0.485578936
INTS12,1,-0.813067127,1,-0.500066793,-0.313000334
MYT1L,1,-0.248491661,1,-0.443903218,0.195411556
IKBKB,1,-0.848004723,1,-0.201866366,-0.646138357
DIEXF,1,-0.800568533,0.883226,-1.001598065,0.201029532
PYROXD2,1,0.018536753,1,-0.349735335,0.368272089
TSPYL2,1,-0.200078426,0.517043,-0.369870871,0.169792446
ZC3H18,1,-0.261443717,1,-0.622122227,0.360678511
KNTC1,1,-0.980644866,1,-1.450501472,0.469856606
KIAA0020,1,-0.348523302,1,-0.736287705,0.387764403
KDM6B,1,-0.919337937,1,-0.352226483,-0.567111454
MRPS18B,1,-0.720981571,1,-0.701738229,-0.019243342
MUS81,1,-0.918915373,1,-0.215905423,-0.703009949
TNPO1,1,-1.361774194,0.482474,-0.632019323,-0.729754871
SMNDC1,0.9857,-1.490219792,1,-0.867918858,-0.622300933
NPLOC4,0.291618,-0.540614417,0.527003,-0.967917351,0.427302934
ARL4C,1,-0.646000538,0.65151,-0.022509946,-0.623490593
RABGGTB,0.037853,-2.159333642,0.933484,-1.43806634,-0.721267301
VMP1,0.375268,-0.870897073,1,-1.127120933,0.25622386
TIMM44,1,-1.254438732,1,-0.256589525,-0.997849208
SIMC1,0.547629,-0.207441356,0.411035,-0.543634856,0.3361935
CDC6,1,-0.235968418,1,-0.692985946,0.457017528
HGS,0.443376,-0.725558527,1,-0.116484681,-0.609073846
DDX51,0.336461,-1.173416973,0.585665,-0.204465002,-0.96895197
SRPRB,1,-0.363570992,1,-0.634357089,0.270786096
MTIF3,0.25066,-0.498354629,0.448847,-0.620828711,0.122474082
TIMM8A,1,-0.94880617,0.308179,-0.360092555,-0.588713614
WRN,0.00623,-2.139435044,0.402171,-1.07119305,-1.068241994
ACADVL,1,-1.190107786,1,-0.513638813,-0.676468973
NDUFA1,1,-0.978691251,1,-0.901112831,-0.07757842
NDUFA9,0.620691,-0.98069478,1,-0.357702365,-0.622992414
THAP11,1,-0.272212539,1,-0.462180414,0.189967874
RPUSD4,1,-0.674682854,1,-0.826372122,0.151689267
DICER1,0.401982,-0.899712349,1,-0.069768286,-0.829944063
PGS1,1,-1.441572042,1,-0.353924049,-1.087647993
MLLT6,0.037205,-1.21690503,1,-0.398187824,-0.818717205
DMWD,1,0.037182799,0.804728,-0.221945652,0.259128452
C9orf78,1,-0.198989249,1,-0.573763434,0.374774185
CASC3,1,-0.263818288,1,-0.598815568,0.33499728
MRPL55,1,-0.036083289,1,-0.191832531,0.155749242
NUP93,0.867485,-0.598804012,1,-0.640138712,0.0413347
KRTAP21-1,1,-0.029378849,1,-0.51846305,0.489084201
MRPL14,1,-0.381591316,1,-0.562723752,0.181132437
RPL17-C18orf32,0.321627,-1.320819239,0.31883,-1.399245333,0.078426094
GNA13,1,0.271721379,1,-0.352245544,0.623966924
AP3D1,1,-1.131679174,1,-0.451958949,-0.679720225
MRGBP,0.644342,-1.402657445,1,-0.48692672,-0.915730725
KRTAP10-8,1,-0.210110785,0.949454,-0.521408861,0.311298077
TPI1,0.065502,-0.965263966,0.911529,-0.260837288,-0.704426678
PGK1,0.001817,-1.794655787,1,-0.919299809,-0.875355978
FH,1,-0.826318603,0.963565,-0.182304214,-0.644014389
KSR1,0.767954,-0.98263172,0.1373,-0.197340881,-0.78529084
EXOC3,0.45976,-1.290605115,1,-0.618622909,-0.671982206
MRPL33,1,-1.052996836,1,-1.058987273,0.005990437
COG1,1,-1.047347925,1,-0.451146554,-0.596201371
FOXD4L3,1,-0.279258773,0.576723,-0.347850716,0.068591942
LINGO4,1,-0.430131724,1,-0.5712303,0.141098576
MAML2,1,-0.176774958,0.709677,-0.265662068,0.08888711
NAA15,0.078295,-1.899952003,0.838746,-1.398895022,-0.501056981
SNRPG,1,-0.834299288,1,-0.965409632,0.131110345
NDUFS5,0.021051,-1.489874044,0.022077,-0.817214899,-0.672659145
BAIAP3,1,0.02345306,1,-0.313978293,0.337431352
BOLA2,1,-0.076119505,1,-0.507292117,0.431172612
BRCA1,0.649007,-1.448363051,1,-0.860461775,-0.587901276
NOTCH2NL,1,-0.500722228,1,-0.630255285,0.129533056
SLC28A1,1,-0.95286491,1,-0.319528401,-0.633336509
TRAPPC3,1,-1.368007695,1,-0.600381424,-0.76762627
TRPM7,0.274521,-0.653572093,1,-0.254113371,-0.399458722
PTK6,1,-1.174797544,0.933484,-0.326374559,-0.848422985
MRPL45,1,-0.593594499,1,-0.829048369,0.235453869
PPIAL4D,1,-0.426763964,1,-0.514905104,0.08814114
DHX35,1,-1.145184905,1,-0.925991845,-0.21919306
MRPL19,1,-0.125407181,1,-0.331316105,0.205908923
RAD23B,0.960988,-1.449149052,1,-0.672521479,-0.776627573
MAU2,1,-0.20054784,1,-0.34246009,0.14191225
CD68,1,-0.380592488,0.528332,-0.559881246,0.179288758
TRIM74,0.581207,-0.144863843,0.944884,-0.60594536,0.461081517
C7orf49,1,-0.097925668,1,-0.361165834,0.263240166
FANCG,1,-0.181946788,1,-0.605312273,0.423365484
HUWE1,0.009268,-1.98288474,1,-0.623815599,-1.35906914
JUNB,1,0.047751946,1,-0.584356755,0.632108701
KRTAP5-11,1,-0.041953793,1,-0.297072734,0.255118941
RFFL,0.508818,-0.838331949,1,-0.354189594,-0.484142355
RPLP1,1,-0.451779279,1,-0.482704342,0.030925063
SLC22A18AS,0.588951,-1.110645016,1,-0.235168519,-0.875476497
USE1,1,-0.380629335,1,-0.434258688,0.053629353
OSGEP,0.091815,-1.305585356,0.289338,-0.436667922,-0.868917434
NOLC1,1,-0.184084167,0.608284,-0.622170658,0.438086491
NEDD8,0.488738,-1.072075866,0.603111,-0.414898312,-0.657177555
GLRX2,1,-0.835190069,1,-0.415224794,-0.419965275
ENO1,0.001192,-2.322942845,1,-0.555623776,-1.76731907
TIAL1,1,-0.081961589,1,-0.666460223,0.584498633
CEP170B,1,-0.189257271,1,-0.404223481,0.21496621
TRAPPC4,0.190684,-1.291981406,0.547042,-0.362533061,-0.929448346
EMILIN1,1,-0.202647749,1,-0.292584997,0.089937248
ERAL1,1,-0.326211172,1,-0.501211556,0.175000384
GEMIN2,1,0.195643753,1,-0.274019997,0.46966375
TTC27,1,-1.25616158,1,-0.76871149,-0.48745009
DDI2,1,-1.248342431,1,-0.361136753,-0.887205678
PI4KA,1,-1.156334661,1,-0.432660312,-0.723674349
PRG4,1,-0.283118854,1,-0.54739109,0.264272236
SMIM7,1,-0.238387965,1,-0.507248414,0.268860449
RNH1,1,-0.434728548,1,-0.529061457,0.094332909
PKN1,1,-0.862481774,1,-0.267772851,-0.594708923
PRRC2A,1,-0.135683441,1,-0.543462744,0.407779303
BAZ1B,0.769422,-1.482794748,0.804198,-0.935388824,-0.547405924
ATP5J,1,-1.284675381,1,-0.642940856,-0.641734525
SPIRE2,1,-0.906674524,1,-0.26973574,-0.636938784
LRPPRC,1,-0.713938767,0.346053,-0.778031432,0.064092664
DHX36,1,-1.156384429,1,-0.38822757,-0.768156859
SRSF7,1,-0.435144704,1,-0.604448147,0.169303444
FNBP4,1,-0.323337255,1,-0.511895155,0.188557901
EFNB3,1,-1.454458695,1,-0.512774077,-0.941684618
NDUFC2-KCTD14,1,-0.627703735,1,-0.56057486,-0.067128876
RRP15,1,-0.11222887,1,-0.592747494,0.480518624
MEN1,1,-1.221828195,1,-0.287219181,-0.934609014
SLAMF1,0.709653,-1.353634741,0.582075,-0.650855249,-0.702779491
DHX30,1,-1.203901041,1,-0.75042251,-0.453478531
PDE4DIP,1,-1.498664769,1,-0.56874858,-0.929916189
CCDC64B,1,-0.031261552,1,-0.415910046,0.384648493
POLG,1,-0.945575341,1,-0.20268972,-0.742885621
PTPRE,1,-1.060986065,1,-0.399557146,-0.661428919
CLPB,1,0.161410001,1,-0.404227835,0.565637836
HMGCR,0.611525,-1.619514278,1,-0.631491539,-0.988022739
LSM3,1,-0.35320615,0.607931,-0.717379732,0.364173582
IPO4,0.352206,-1.097671323,1,-0.511668136,-0.586003187
RPL29,0.587109,-0.658669218,0.529576,-0.586342612,-0.072326606
PCGF6,1,-0.962238908,1,-0.371334138,-0.59090477
CACUL1,1,-0.366091803,1,-0.683180487,0.317088684
ADAMTS13,1,-0.867876195,1,-0.207730047,-0.660146148
TUBB3,1,-1.097425754,1,-0.272457669,-0.824968084
KLHL26,1,-0.970752116,1,-0.151889983,-0.818862133
NOL10,1,-0.252018089,1,-0.602698356,0.350680267
MED27,1,-0.459914439,1,-0.450520292,-0.009394147
ZFYVE20,0.959903,-0.058216102,0.448749,-0.246440497,0.188224396
RRP12,1,-0.713503449,1,-0.64966866,-0.063834789
SPATA31A7,1,0.223174606,1,-0.189205763,0.412380369
PTPN23,1,-1.037637237,1,-0.264298031,-0.773339206
WDR24,1,-0.441382836,1,-0.653628505,0.212245669
CDCA5,1,-0.472862829,1,-0.53988328,0.067020452
BCL2L2-PABPN1,1,-0.348983833,1,-0.686584025,0.337600191
TGS1,0.455098,-1.46139883,1,-0.776668495,-0.684730335
UTP18,1,-0.419054318,1,-0.430358131,0.011303812
FAM98B,1,0.009700091,0.434638,-0.32773046,0.33743055
TIMM22,0.036194,-1.379921156,1,-0.553950114,-0.825971042
ATP1A2,0.640752,-1.227637247,0.636959,-0.651218229,-0.576419018
CCNT2,1,-0.566689151,0.767214,-0.229217867,-0.337471284
IGF2,1,-0.602627553,0.84364,-0.232917858,-0.369709695
MATK,1,-0.773154831,1,-0.09695277,-0.676202061
SPRR2D,1,-0.100056117,1,-0.393552601,0.293496483
VPS51,1,-0.134560808,1,-0.362119274,0.227558466
PCOLCE,1,0.057602059,1,-0.465381198,0.522983257
THOC2,1,-0.28561987,1,-0.397220051,0.111600181
CPSF4,1,-0.076363974,0.803218,-0.351618171,0.275254196
PDCD7,1,-0.700864183,1,-0.464555517,-0.236308666
RSL1D1,1,-0.557109258,1,-0.663370724,0.106261466
SF3B2,1,-0.256437092,1,-0.546812552,0.29037546
GZF1,0.79211,-0.815380178,0.063469,-0.342735214,-0.472644963
CUEDC2,1,-0.070916513,1,-0.344221319,0.273304806
PROKR2,0.497036,-0.883420912,0.892454,-0.19460016,-0.688820752
ISY1-RAB43,1,-0.411899785,1,-0.829297302,0.417397517
MED26,1,-0.235745133,1,-0.459374261,0.223629128
AFAP1L2,1,-0.148524543,1,-0.455591167,0.307066624
CRTC1,1,-0.265220351,0.770054,-0.322876696,0.057656345
PIP4K2A,1,-0.877014001,0.818253,-0.270181109,-0.606832892
UBE2N,0.269734,-1.472289974,0.489885,-0.538228279,-0.934061695
PRAMEF17,1,0.040431661,0.954032,-0.21983525,0.260266911
PARS2,1,-1.284855239,1,-0.56060692,-0.724248319
ZNF771,1,0.067389285,0.421768,-0.397623108,0.465012392
CXCR5,1,-0.767890883,0.616529,-0.14624241,-0.621648473
CMYA5,0.785228,-0.563367003,0.794758,-0.532286753,-0.03108025
ISY1,1,-0.512495561,1,-0.827732469,0.315236908
CDK13,0.655132,-1.392710061,1,-0.36028273,-1.032427332
SHFM1,1,-1.052178061,1,-1.430285006,0.378106945
RAB43,0.620914,-0.073650284,0.401197,-0.277167614,0.203517329
MTRR,1,-0.991768163,1,-0.592635681,-0.399132482
GOLGA6B,1,-0.164542493,0.582075,-0.554318259,0.389775766
SMAD2,0.992116,-1.418998999,0.829405,-0.646877765,-0.772121234
COPS4,0.206838,-1.639307997,1,-0.509201786,-1.130106211
FLOT1,1,-0.45775059,1,-0.63547368,0.177723089
KRT35,0.710333,-0.192420338,0.425165,-0.444816363,0.252396025
EPN1,1,-0.965104641,1,-0.349949462,-0.615155178
MED29,1,-0.366957245,1,-0.59198308,0.225025835
TAF6L,1,-0.716904789,1,-0.530103115,-0.186801675
SETD7,0.695908,-0.853166362,0.420583,-0.325989682,-0.527176681
SPNS2,0.227393,-0.053964526,0.610557,-0.507627671,0.453663144
LTB,1,-1.211254472,1,-0.306603008,-0.904651464
MAP3K2,1,-0.916248797,1,-0.62916996,-0.287078838
C7orf26,1,-0.154101348,1,-0.509563528,0.35546218
EGLN1,1,-0.797370729,1,-0.373642569,-0.42372816
TRIM52,0.082039,-1.262684597,1,-0.39347883,-0.869205766
HIST2H4A,1,0.169558524,1,-0.539575059,0.709133583
POLD3,1,-0.735871571,1,-0.948297349,0.212425777
RANBP1,1,0.121211857,1,-0.493899248,0.615111106
ZNF143,1,-0.363686721,1,-0.646170071,0.282483349
MRPS7,1,-0.291456842,1,-0.527377349,0.235920507
NBPF15,1,0.04825183,0.288257,-0.246814473,0.295066303
POLR3A,0.096477,-1.386641438,1,-0.43587403,-0.950767409
EFCC1,0.87793,-0.315355735,0.879445,-0.429243445,0.11388771
C1orf106,0.879828,-0.229292421,1,-0.512264301,0.282971879
OSBPL5,1,0.076086768,1,-0.226316053,0.30240282
GTF3C1,1,-0.370300247,0.459714,-0.290532901,-0.079767346
NCOR2,0.818446,-1.151671675,0.857386,-0.262317625,-0.88935405
EMC6,1,0.065886374,1,-0.305840614,0.371726988
PRR20B,1,-0.051322585,1,-0.445667668,0.394345084
CMPK1,1,-0.714317712,1,-0.061880994,-0.652436718
CCSER2,1,-0.154936352,1,-0.562871044,0.407934692
MKL1,0.65515,-1.134106279,1,-0.17743451,-0.956671769
WRAP73,1,-0.145338504,1,-0.431633813,0.286295309
HDGFRP2,0.729204,-0.770815345,0.702065,-0.151004145,-0.619811201
GEMIN4,1,-0.252358336,1,-0.598198436,0.3458401
SLC25A37,1,-0.907461769,1,-0.274390068,-0.633071702
NFKB1,0.986009,-0.756475467,0.734178,-0.148039749,-0.608435718
FAM133B,1,-0.205108198,1,-0.663541956,0.458433758
COX10,0.061625,-1.586787211,1,-0.852578694,-0.734208517
FOXD4L6,1,-0.286319332,0.537735,-0.430401703,0.144082371
CYP4F12,1,-1.030510183,1,-0.462499762,-0.568010422
PCDH7,1,-0.157762605,1,-0.461604147,0.303841542
RAPGEF1,1,0.11215117,1,-0.565980891,0.678132062
SMIM1,1,-0.381010128,1,-0.591464603,0.210454475
SCAF4,1,-0.030404369,1,-0.580014818,0.54961045
FAM86A,0.882503,0.058080193,0.512625,-0.304710876,0.362791069
BAZ2A,0.644324,-1.366934814,1,-0.339239902,-1.027694913
COX7B,1,-1.205414158,1,-0.679336898,-0.52607726
COPZ1,0.091365,-1.373103723,1,-0.374323328,-0.998780396
RNF130,1,-0.662710219,1,-0.066240201,-0.596470019
RFC1,0.197375,-1.719901629,0.338725,-0.975914651,-0.743986979
ELL3,1,-0.394888254,1,-0.822723882,0.427835627
NHLRC2,1,-0.714558317,1,-0.060805677,-0.653752639
SDHC,1,-0.865217203,1,-0.244096293,-0.62112091
SSBP1,1,-0.84091937,1,-0.801738737,-0.039180633
ZBTB7A,1,-1.180886288,1,-0.353367217,-0.827519071
PPIL1,1,-1.165157359,1,-0.461950645,-0.703206714
SFT2D2,1,-0.39005845,1,-0.618550479,0.228492028
SPTBN2,0.52118,-0.035798743,0.369823,-0.408929201,0.373130459
EIF4A1,1,-0.224651803,1,-0.621557673,0.39690587
HIST2H4B,1,0.157757649,1,-0.516166961,0.673924611
MED18,1,-0.032806922,1,-0.508666111,0.47585919
RANBP3,1,-0.056587427,1,-0.419505793,0.362918366
ZDHHC24,0.657707,-0.058692686,1,-0.237082085,0.178389399
TAB1,1,-0.523464432,0.704767,-0.082640982,-0.44082345
RNPS1,1,-0.300762848,1,-0.691625141,0.390862293
PIK3CA,0.771538,-1.580492121,1,-0.831626461,-0.74886566
HIST1H3I,1,-0.020905798,1,-0.175083628,0.154177831
PRR25,1,-0.024831472,0.874634,-0.390900971,0.366069498
GTF2E1,0.092373,-0.36524115,1,-0.589108256,0.223867106
PRR20C,1,-0.045679509,1,-0.441992637,0.396313128
MED8,0.795256,0.106145759,0.448749,-0.137222415,0.243368173
MAFG,1,0.145196572,1,-0.028481106,0.173677677
PRSS53,1,-0.225174833,1,-0.348502663,0.12332783
PTAR1,1,-0.540541168,1,-0.973516039,0.432974872
RPP25L,1,-0.214280666,1,-0.520034931,0.305754265
TADA2B,1,-0.7453608,1,-0.355136504,-0.390224296
TMED10,1,-0.536095819,0.528255,-0.021076756,-0.515019062
SUN2,1,-0.061518163,1,-0.351141637,0.289623474
SULT1A3,1,-1.161289932,1,-0.357221019,-0.804068913
CDCA3,1,-0.149250035,1,-0.447867539,0.298617504
SBDS,1,-0.567006151,1,-0.672541392,0.105535241
CDK4,1,-0.485143693,1,-0.279275406,-0.205868286
RILPL1,1,-0.1333336,1,-0.361997694,0.228664094
NDUFS1,0.400682,-1.022512382,0.40028,-0.595861943,-0.426650439
TPP2,0.942063,-0.835046476,0.480043,-0.156228256,-0.67881822
SMG1,0.009272,-1.65395224,1,-0.711648229,-0.94230401
UBAP2L,1,-0.754180217,1,-0.194244256,-0.559935961
VEZT,0.620691,-0.590115714,1,-0.938470443,0.348354729
CRTC2,1,-0.18779299,0.594539,-0.228793515,0.041000526
MYOC,1,-0.082265304,1,-0.552145341,0.469880037
SPNS1,1,-1.079493055,1,-0.271584977,-0.807908078
TAF11,1,-0.348416961,1,-0.625878763,0.277461802
FGF10,1,-0.050365186,1,-0.203604952,0.153239765
ITGB5,1,-0.698057337,1,-0.136847337,-0.56121
PRMT7,1,-1.277952189,1,-0.459894183,-0.818058006
POLR2A,0.279753,-1.398402376,0.62823,-0.252973541,-1.145428834
BSG,1,-1.190597605,1,-0.320502407,-0.870095198
CERS4,1,-0.047163944,1,-0.516462248,0.469298304
SNRPD2,1,-0.162683219,1,-0.459569998,0.296886779
WDR66,1,-0.067943738,1,-0.310741408,0.24279767
IKZF4,1,-0.089049133,1,-0.547700176,0.458651042
MRPL23,1,-0.335797515,1,-0.556597409,0.220799893
FAM25A,1,-0.404447734,1,-0.585923765,0.181476031
FGFR1OP,1,-0.082954536,1,-0.277522173,0.194567637
TUBB2A,0.401982,-0.786947845,1,-0.194889643,-0.592058202
C9orf129,1,-0.197919163,1,-0.41509865,0.217179487
FBXO4,0.877177,-0.784816709,0.169851,-0.219268066,-0.565548643
HMGN1,1,0.028052679,1,-0.337513983,0.365566661
RASGRP2,1,-0.341205343,1,-0.451102761,0.109897417
ZMIZ1,1,-0.086390579,1,-0.365362118,0.278971539
CFDP1,0.314812,-0.456220621,0.677374,-0.930089589,0.473868968
INTS4,1,-0.291099265,1,-0.681142392,0.390043127
PRRT4,1,-0.278415702,1,-0.316811348,0.038395646
MUL1,1,-1.056730089,1,-0.300722231,-0.756007857
ZBTB10,1,-0.661657137,0.921097,-0.280512571,-0.381144566
MED21,0.695826,-1.602501542,0.493086,-1.13041862,-0.472082922
IGFN1,1,-0.0690567,1,-0.349697757,0.280641057
PRPF3,1,-0.16536647,1,-0.598034035,0.432667565
SERF2,1,-0.007103122,1,-0.418620667,0.411517545
STAC3,1,-0.298854037,1,-0.570496754,0.271642717
XPO5,0.963159,-0.890148626,1,-0.29001595,-0.600132676
SKA1,1,-0.37421399,1,-0.779514625,0.405300635
CDC42EP4,1,-0.087520634,1,-0.40756985,0.320049216
FAM153A,0.837747,-0.220544423,0.736002,-0.489383221,0.268838798
NUP43,1,-0.813395396,1,-0.508431975,-0.304963422
CDC26,0.079657,-1.632010467,1,-0.695669504,-0.936340962
DNTTIP2,1,-0.244550549,1,-0.565305126,0.320754577
GFM1,1,-0.636179138,1,-0.314775503,-0.321403636
RBM22,1,0.061382714,0.962427,-0.49915179,0.560534505
MAD1L1,1,-0.52118099,1,-0.777184476,0.256003486
HIST1H2BK,0.461932,0.124729953,0.391734,-0.141517166,0.266247119
STRIP1,1,0.067390363,1,-0.551333714,0.618724077
RGS11,1,-0.895085572,0.535827,-0.126655689,-0.768429883
ARF1,1,-1.132619711,1,-0.407668346,-0.724951365
PPRC1,1,-1.459319214,1,-0.533353904,-0.92596531
GLTSCR2,1,-0.087037803,1,-0.305337417,0.218299615
SNRPB2,1,0.113709015,0.573387,-0.455712073,0.569421088
ALAD,1,-0.860628355,1,-0.407036906,-0.453591449
COX4I1,0.09909,-1.708129476,1,-0.671930743,-1.036198734
EIF4B,1,-0.721814206,1,-0.08932694,-0.632487266
GANAB,1,-0.97155637,1,-0.374983527,-0.596572843
SOX9,1,-0.083271494,1,-0.579019659,0.495748165
ATG16L1,1,-0.699799828,0.97889,-0.032065717,-0.667734112
MKI67,1,-0.562814288,1,-0.721074597,0.158260309
ADRBK1,1,-0.896442798,0.742977,-0.265827984,-0.630614814
MIIP,1,-0.001400292,1,-0.291905867,0.290505575
RARS,0.297167,-1.352959222,1,-0.714855863,-0.638103359
MAP3K5,1,-1.138249256,1,-0.404626271,-0.733622985
PRR20A,1,-0.010234455,1,-0.423352976,0.41311852
CACNA1A,1,-0.842688284,0.555115,-0.292166595,-0.55052169
ZNF827,0.67712,-0.1089197,0.799222,-0.351533646,0.242613946
SOCS7,0.809803,0.039973718,0.444099,-0.104687534,0.144661253
TSKS,1,-0.882518394,1,-0.131397738,-0.751120656
EIF3A,1,-0.69361321,1,-0.875217984,0.181604774
CRNKL1,1,0.040277218,0.976216,-0.494120178,0.534397397
CINP,1,-0.907338475,0.887993,-1.087562227,0.180223751
CAND1,1,-1.573110342,1,-0.694141923,-0.878968419
CCT8,0.005431,-1.206368436,0.379963,-0.332272943,-0.874095493
CPLX2,1,-0.0512835,0.839684,-0.125095655,0.073812155
SULT1A4,1,-1.175883517,1,-0.351323652,-0.824559865
TNRC18,1,-0.877371969,1,-0.396741234,-0.480630736
YAP1,0.509114,-0.558193464,1,-0.515068897,-0.043124567
AGBL1,1,-0.014119216,1,-0.05942566,0.045306444
DLG5,1,-0.0768935,1,-0.562705963,0.485812463
PDAP1,1,0.112637775,1,-0.185311406,0.29794918
COG7,1,-1.421551998,1,-0.497750017,-0.923801981
SPRR2F,1,0.057617338,1,-0.307365384,0.364982722
TIPRL,1,-0.176650758,1,-0.652616739,0.475965981
TBC1D3B,0.996445,-0.763045712,1,-1.060893151,0.297847439
ALMS1,1,-0.279197695,0.868061,-0.645301204,0.366103508
TAF15,0.947953,-1.228654648,1,-0.438424481,-0.790230168
STX8,1,-0.153398162,1,-0.62386138,0.470463218
POLQ,1,-1.105388242,1,-0.379683965,-0.725704277
STUB1,0.829939,-1.126364459,1,-0.260143696,-0.866220763
CROCC,1,-0.17471562,1,-0.407515794,0.232800175
CYP27B1,0.644324,-1.079809378,1,-0.282005418,-0.79780396
FAM25C,1,0.261977726,1,0.027537641,0.234440085
COMMD5,1,-0.023072539,1,-0.325204663,0.302132125
FOXM1,1,-0.046816782,1,-0.31598427,0.269167488
TTC21A,1,0.015299469,1,-0.453186761,0.46848623
C20orf24,1,-0.080910198,1,-0.484958136,0.404047938
HCFC1R1,1,-0.347617708,1,-0.609491651,0.261873942
CEP164,0.844914,-0.320224507,0.597026,-0.540436958,0.220212451
MT1G,1,0.131981527,1,-0.19169693,0.323678457
POLG2,1,-1.28067816,1,-0.511262759,-0.769415401
SP7,1,-0.077648769,1,-0.353658064,0.276009295
TEFM,1,-0.068838008,1,-0.371061753,0.302223745
WDR70,1,-0.195187749,0.962913,-0.592223125,0.397035375
ZNHIT1,1,-0.089761068,1,-0.337803212,0.248042144
ZCRB1,0.495591,-0.488946119,0.452373,-0.70651758,0.217571461
TRAF7,1,-0.933145599,1,-0.453605811,-0.479539787
HIST3H2BB,1,-0.02439239,1,-0.307111853,0.282719463
HSD11B1L,1,0.084571941,1,-0.263396206,0.347968147
